county_fips,county,year,office,party,candidate,votes,total_votes
55045,GREEN,2005,SUPREME COURT,SCATTERING,SCATTERING,20,4469
55045,GREEN,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,3080,3101
55045,GREEN,2006,SUPREME COURT,SCATTERING,SCATTERING,21,3101
55045,GREEN,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,4341,7838
55045,GREEN,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,3463,7838
55045,GREEN,2007,SUPREME COURT,SCATTERING,SCATTERING,34,7838
55045,GREEN,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,2035,4520
55045,GREEN,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,2433,4520
55045,GREEN,2008,SUPREME COURT,SCATTERING,SCATTERING,52,4520
55045,GREEN,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,2090,5892
55045,GREEN,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,3799,5892
55045,GREEN,2009,SUPREME COURT,SCATTERING,SCATTERING,3,5892
55045,GREEN,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",4886,10765
55045,GREEN,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,5860,10765
55045,GREEN,2011,SUPREME COURT,SCATTERING,SCATTERING,19,10765
55045,GREEN,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,2965,5743
55045,GREEN,2013,SUPREME COURT,LIBERAL,ED FALLONE,2776,5743
55045,GREEN,2013,SUPREME COURT,SCATTERING,SCATTERING,2,5743
55045,GREEN,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,2484,6540
55045,GREEN,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,4050,6540
55045,GREEN,2015,SUPREME COURT,SCATTERING,SCATTERING,6,6540
55045,GREEN,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,5730,13256
55045,GREEN,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,7505,13256
55045,GREEN,2016,SUPREME COURT,SCATTERING,SCATTERING,21,13256
55045,GREEN,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,3616,3753
55045,GREEN,2017,SUPREME COURT,SCATTERING,SCATTERING,137,3753
55045,GREEN,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,2847,7553
55045,GREEN,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,4693,7553
55045,GREEN,2018,SUPREME COURT,SCATTERING,SCATTERING,13,7553
55045,GREEN,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,3420,8369
55045,GREEN,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,4942,8369
55045,GREEN,2019,SUPREME COURT,SCATTERING,SCATTERING,7,8369
55045,GREEN,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,4044,10556
55045,GREEN,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,6507,10556
55045,GREEN,2020,SUPREME COURT,SCATTERING,SCATTERING,5,10556
55045,GREEN,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,5211,12830
55045,GREEN,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,7597,12830
55045,GREEN,2023,SUPREME COURT,SCATTERING,SCATTERING,22,12830
55045,GREEN,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,6662,16013
55045,GREEN,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,9343,16013
55045,GREEN,2025,SUPREME COURT,SCATTERING,SCATTERING,8,16013
55047,GREEN LAKE,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,1647,2426
55047,GREEN LAKE,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,779,2426
55047,GREEN LAKE,2000,SUPREME COURT,SCATTERING,SCATTERING,0,2426
55047,GREEN LAKE,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",1953,1956
55047,GREEN LAKE,2001,SUPREME COURT,SCATTERING,SCATTERING,3,1956
55047,GREEN LAKE,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,1575,2783
55047,GREEN LAKE,2003,SUPREME COURT,LIBERAL,ED BRUNNER,1205,2783
55047,GREEN LAKE,2003,SUPREME COURT,SCATTERING,SCATTERING,3,2783
55047,GREEN LAKE,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,3230,3235
55047,GREEN LAKE,2005,SUPREME COURT,SCATTERING,SCATTERING,5,3235
55047,GREEN LAKE,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,2530,2542
55047,GREEN LAKE,2006,SUPREME COURT,SCATTERING,SCATTERING,12,2542
55047,GREEN LAKE,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,2398,3384
55047,GREEN LAKE,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,982,3384
55047,GREEN LAKE,2007,SUPREME COURT,SCATTERING,SCATTERING,4,3384
55047,GREEN LAKE,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,2124,3210
55047,GREEN LAKE,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,1079,3210
55047,GREEN LAKE,2008,SUPREME COURT,SCATTERING,SCATTERING,7,3210
55047,GREEN LAKE,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,1403,3294
55047,GREEN LAKE,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,1889,3294
55047,GREEN LAKE,2009,SUPREME COURT,SCATTERING,SCATTERING,2,3294
55047,GREEN LAKE,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",3786,5843
55047,GREEN LAKE,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,2056,5843
55047,GREEN LAKE,2011,SUPREME COURT,SCATTERING,SCATTERING,1,5843
55047,GREEN LAKE,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,2452,3496
55047,GREEN LAKE,2013,SUPREME COURT,LIBERAL,ED FALLONE,1043,3496
55047,GREEN LAKE,2013,SUPREME COURT,SCATTERING,SCATTERING,1,3496
55047,GREEN LAKE,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,1588,3172
55047,GREEN LAKE,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,1584,3172
55047,GREEN LAKE,2015,SUPREME COURT,SCATTERING,SCATTERING,0,3172
55047,GREEN LAKE,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,4272,6481
55047,GREEN LAKE,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,2202,6481
55047,GREEN LAKE,2016,SUPREME COURT,SCATTERING,SCATTERING,7,6481
55047,GREEN LAKE,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,1529,1557
55047,GREEN LAKE,2017,SUPREME COURT,SCATTERING,SCATTERING,28,1557
55047,GREEN LAKE,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,1913,3249
55047,GREEN LAKE,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,1335,3249
55047,GREEN LAKE,2018,SUPREME COURT,SCATTERING,SCATTERING,1,3249
55047,GREEN LAKE,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,2795,4091
55047,GREEN LAKE,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,1296,4091
55047,GREEN LAKE,2019,SUPREME COURT,SCATTERING,SCATTERING,0,4091
55047,GREEN LAKE,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,2905,4854
55047,GREEN LAKE,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,1949,4854
55047,GREEN LAKE,2020,SUPREME COURT,SCATTERING,SCATTERING,0,4854
55047,GREEN LAKE,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,3768,5965
55047,GREEN LAKE,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,2189,5965
55047,GREEN LAKE,2023,SUPREME COURT,SCATTERING,SCATTERING,8,5965
55047,GREEN LAKE,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,4718,7346
55047,GREEN LAKE,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,2626,7346
55047,GREEN LAKE,2025,SUPREME COURT,SCATTERING,SCATTERING,2,7346
55049,IOWA,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,2129,3421
55049,IOWA,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,1291,3421
55049,IOWA,2000,SUPREME COURT,SCATTERING,SCATTERING,1,3421
55049,IOWA,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",3031,3036
55049,IOWA,2001,SUPREME COURT,SCATTERING,SCATTERING,5,3036
55049,IOWA,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,1924,3599
55049,IOWA,2003,SUPREME COURT,LIBERAL,ED BRUNNER,1674,3599
55049,IOWA,2003,SUPREME COURT,SCATTERING,SCATTERING,1,3599
55049,IOWA,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,3080,3080
55049,IOWA,2005,SUPREME COURT,SCATTERING,SCATTERING,0,3080
55049,IOWA,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,2481,2484
55049,IOWA,2006,SUPREME COURT,SCATTERING,SCATTERING,3,2484
55049,IOWA,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,1839,3725
55049,IOWA,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,1878,3725
55049,IOWA,2007,SUPREME COURT,SCATTERING,SCATTERING,8,3725
55049,IOWA,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,1598,3857
55049,IOWA,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,2251,3857
55049,IOWA,2008,SUPREME COURT,SCATTERING,SCATTERING,8,3857
55049,IOWA,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,1346,4207
55049,IOWA,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,2860,4207
55049,IOWA,2009,SUPREME COURT,SCATTERING,SCATTERING,1,4207
55049,IOWA,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",2455,6375
55049,IOWA,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,3915,6375
55049,IOWA,2011,SUPREME COURT,SCATTERING,SCATTERING,5,6375
55049,IOWA,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,1725,3853
55049,IOWA,2013,SUPREME COURT,LIBERAL,ED FALLONE,2126,3853
55049,IOWA,2013,SUPREME COURT,SCATTERING,SCATTERING,2,3853
55049,IOWA,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,1214,3937
55049,IOWA,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,2723,3937
55049,IOWA,2015,SUPREME COURT,SCATTERING,SCATTERING,0,3937
55049,IOWA,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,3846,9057
55049,IOWA,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,5204,9057
55049,IOWA,2016,SUPREME COURT,SCATTERING,SCATTERING,7,9057
55049,IOWA,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,2979,3169
55049,IOWA,2017,SUPREME COURT,SCATTERING,SCATTERING,190,3169
55049,IOWA,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,1643,4883
55049,IOWA,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,3233,4883
55049,IOWA,2018,SUPREME COURT,SCATTERING,SCATTERING,7,4883
55049,IOWA,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,2255,6231
55049,IOWA,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,3973,6231
55049,IOWA,2019,SUPREME COURT,SCATTERING,SCATTERING,3,6231
55049,IOWA,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,2336,7090
55049,IOWA,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,4749,7090
55049,IOWA,2020,SUPREME COURT,SCATTERING,SCATTERING,5,7090
55049,IOWA,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,3108,8579
55049,IOWA,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,5454,8579
55049,IOWA,2023,SUPREME COURT,SCATTERING,SCATTERING,17,8579
55049,IOWA,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,4123,10801
55049,IOWA,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,6671,10801
55049,IOWA,2025,SUPREME COURT,SCATTERING,SCATTERING,7,10801
55051,IRON,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,946,1480
55051,IRON,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,532,1480
55051,IRON,2000,SUPREME COURT,SCATTERING,SCATTERING,2,1480
55051,IRON,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",1191,1192
55051,IRON,2001,SUPREME COURT,SCATTERING,SCATTERING,1,1192
55051,IRON,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,557,1702
55051,IRON,2003,SUPREME COURT,LIBERAL,ED BRUNNER,1144,1702
55051,IRON,2003,SUPREME COURT,SCATTERING,SCATTERING,1,1702
55051,IRON,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,1517,1517
55051,IRON,2005,SUPREME COURT,SCATTERING,SCATTERING,0,1517
55051,IRON,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,1692,1702
55051,IRON,2006,SUPREME COURT,SCATTERING,SCATTERING,10,1702
55051,IRON,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,661,1344
55051,IRON,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,682,1344
55051,IRON,2007,SUPREME COURT,SCATTERING,SCATTERING,1,1344
55051,IRON,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,749,1391
55051,IRON,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,642,1391
55051,IRON,2008,SUPREME COURT,SCATTERING,SCATTERING,0,1391
55051,IRON,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,607,1396
55051,IRON,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,789,1396
55051,IRON,2009,SUPREME COURT,SCATTERING,SCATTERING,0,1396
55051,IRON,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",755,1689
55051,IRON,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,934,1689
55051,IRON,2011,SUPREME COURT,SCATTERING,SCATTERING,0,1689
55051,IRON,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,734,1306
55051,IRON,2013,SUPREME COURT,LIBERAL,ED FALLONE,572,1306
55051,IRON,2013,SUPREME COURT,SCATTERING,SCATTERING,0,1306
55051,IRON,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,508,1217
55051,IRON,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,705,1217
55051,IRON,2015,SUPREME COURT,SCATTERING,SCATTERING,4,1217
55051,IRON,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,1241,2330
55051,IRON,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,1087,2330
55051,IRON,2016,SUPREME COURT,SCATTERING,SCATTERING,2,2330
55051,IRON,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,987,991
55051,IRON,2017,SUPREME COURT,SCATTERING,SCATTERING,4,991
55051,IRON,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,829,1629
55051,IRON,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,798,1629
55051,IRON,2018,SUPREME COURT,SCATTERING,SCATTERING,2,1629
55051,IRON,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,1139,2130
55051,IRON,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,988,2130
55051,IRON,2019,SUPREME COURT,SCATTERING,SCATTERING,3,2130
55051,IRON,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,1228,2340
55051,IRON,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,1112,2340
55051,IRON,2020,SUPREME COURT,SCATTERING,SCATTERING,0,2340
55051,IRON,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,1089,2057
55051,IRON,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,965,2057
55051,IRON,2023,SUPREME COURT,SCATTERING,SCATTERING,3,2057
55051,IRON,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,1572,2746
55051,IRON,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,1174,2746
55051,IRON,2025,SUPREME COURT,SCATTERING,SCATTERING,0,2746
55053,JACKSON,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,1747,2689
55053,JACKSON,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,941,2689
55053,JACKSON,2000,SUPREME COURT,SCATTERING,SCATTERING,1,2689
55053,JACKSON,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",2790,2790
55053,JACKSON,2001,SUPREME COURT,SCATTERING,SCATTERING,0,2790
55053,JACKSON,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,1206,2847
55053,JACKSON,2003,SUPREME COURT,LIBERAL,ED BRUNNER,1641,2847
55053,JACKSON,2003,SUPREME COURT,SCATTERING,SCATTERING,0,2847
55053,JACKSON,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,1999,2000
55053,JACKSON,2005,SUPREME COURT,SCATTERING,SCATTERING,1,2000
55053,JACKSON,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,1476,1477
55053,JACKSON,2006,SUPREME COURT,SCATTERING,SCATTERING,1,1477
55053,JACKSON,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,1687,2896
55053,JACKSON,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,1209,2896
55053,JACKSON,2007,SUPREME COURT,SCATTERING,SCATTERING,0,2896
55053,JACKSON,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,1245,2208
55053,JACKSON,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,961,2208
55053,JACKSON,2008,SUPREME COURT,SCATTERING,SCATTERING,2,2208
55053,JACKSON,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,1160,2775
55053,JACKSON,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,1615,2775
55053,JACKSON,2009,SUPREME COURT,SCATTERING,SCATTERING,0,2775
55053,JACKSON,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",2216,4910
55053,JACKSON,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,2694,4910
55053,JACKSON,2011,SUPREME COURT,SCATTERING,SCATTERING,0,4910
55053,JACKSON,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,2173,3684
55053,JACKSON,2013,SUPREME COURT,LIBERAL,ED FALLONE,1511,3684
55053,JACKSON,2013,SUPREME COURT,SCATTERING,SCATTERING,0,3684
55053,JACKSON,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,1451,4288
55053,JACKSON,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,2837,4288
55053,JACKSON,2015,SUPREME COURT,SCATTERING,SCATTERING,0,4288
55053,JACKSON,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,3130,6401
55053,JACKSON,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,3271,6401
55053,JACKSON,2016,SUPREME COURT,SCATTERING,SCATTERING,0,6401
55053,JACKSON,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,2119,2119
55053,JACKSON,2017,SUPREME COURT,SCATTERING,SCATTERING,0,2119
55053,JACKSON,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,1055,2390
55053,JACKSON,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,1335,2390
55053,JACKSON,2018,SUPREME COURT,SCATTERING,SCATTERING,0,2390
55053,JACKSON,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,1711,3361
55053,JACKSON,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,1650,3361
55053,JACKSON,2019,SUPREME COURT,SCATTERING,SCATTERING,0,3361
55053,JACKSON,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,2115,4520
55053,JACKSON,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,2405,4520
55053,JACKSON,2020,SUPREME COURT,SCATTERING,SCATTERING,0,4520
55053,JACKSON,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,2640,5307
55053,JACKSON,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,2667,5307
55053,JACKSON,2023,SUPREME COURT,SCATTERING,SCATTERING,0,5307
55053,JACKSON,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,3683,7182
55053,JACKSON,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,3499,7182
55053,JACKSON,2025,SUPREME COURT,SCATTERING,SCATTERING,0,7182
55055,JEFFERSON,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,7783,10853
55055,JEFFERSON,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,3063,10853
55055,JEFFERSON,2000,SUPREME COURT,SCATTERING,SCATTERING,7,10853
55055,JEFFERSON,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",9340,9387
55055,JEFFERSON,2001,SUPREME COURT,SCATTERING,SCATTERING,47,9387
55055,JEFFERSON,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,5447,9084
55055,JEFFERSON,2003,SUPREME COURT,LIBERAL,ED BRUNNER,3601,9084
55055,JEFFERSON,2003,SUPREME COURT,SCATTERING,SCATTERING,36,9084
55055,JEFFERSON,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,6746,6781
55055,JEFFERSON,2005,SUPREME COURT,SCATTERING,SCATTERING,35,6781
55055,JEFFERSON,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,8478,8554
55055,JEFFERSON,2006,SUPREME COURT,SCATTERING,SCATTERING,76,8554
55055,JEFFERSON,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,8193,13075
55055,JEFFERSON,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,4846,13075
55055,JEFFERSON,2007,SUPREME COURT,SCATTERING,SCATTERING,36,13075
55055,JEFFERSON,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,6826,12100
55055,JEFFERSON,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,5233,12100
55055,JEFFERSON,2008,SUPREME COURT,SCATTERING,SCATTERING,41,12100
55055,JEFFERSON,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,7455,13817
55055,JEFFERSON,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,6352,13817
55055,JEFFERSON,2009,SUPREME COURT,SCATTERING,SCATTERING,10,13817
55055,JEFFERSON,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",13261,23059
55055,JEFFERSON,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,9763,23059
55055,JEFFERSON,2011,SUPREME COURT,SCATTERING,SCATTERING,35,23059
55055,JEFFERSON,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,8673,13804
55055,JEFFERSON,2013,SUPREME COURT,LIBERAL,ED FALLONE,5117,13804
55055,JEFFERSON,2013,SUPREME COURT,SCATTERING,SCATTERING,14,13804
55055,JEFFERSON,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,6026,11936
55055,JEFFERSON,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,5895,11936
55055,JEFFERSON,2015,SUPREME COURT,SCATTERING,SCATTERING,15,11936
55055,JEFFERSON,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,16213,28407
55055,JEFFERSON,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,12121,28407
55055,JEFFERSON,2016,SUPREME COURT,SCATTERING,SCATTERING,73,28407
55055,JEFFERSON,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,6088,6258
55055,JEFFERSON,2017,SUPREME COURT,SCATTERING,SCATTERING,170,6258
55055,JEFFERSON,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,7668,14704
55055,JEFFERSON,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,7023,14704
55055,JEFFERSON,2018,SUPREME COURT,SCATTERING,SCATTERING,13,14704
55055,JEFFERSON,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,11219,19423
