county,municipality,ctv,reporting_unit,year,office,district,party,candidate,votes
Marathon,Rothschild,Village,Wards 5 & 6,2002,governor,NA,Independent 2,Ty A Bollerud,1
Marathon,Rothschild,Village,Wards 5 & 6,2002,governor,NA,Independent 3,Mike Mangan,0
Marathon,Rothschild,Village,Wards 5 & 6,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Marathon,Rothschild,Village,Wards 5 & 6,2002,governor,NA,Scattering,Scattering,0
Marathon,Spencer,Village,Wards 1 - 4,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,263
Marathon,Spencer,Village,Wards 1 - 4,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,170
Marathon,Spencer,Village,Wards 1 - 4,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,18
Marathon,Spencer,Village,Wards 1 - 4,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,115
Marathon,Spencer,Village,Wards 1 - 4,2002,governor,NA,Independent,Alan D Eisenberg,1
Marathon,Spencer,Village,Wards 1 - 4,2002,governor,NA,Independent 2,Ty A Bollerud,0
Marathon,Spencer,Village,Wards 1 - 4,2002,governor,NA,Independent 3,Mike Mangan,0
Marathon,Spencer,Village,Wards 1 - 4,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Marathon,Spencer,Village,Wards 1 - 4,2002,governor,NA,Scattering,Scattering,0
Marathon,Stratford,Village,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,171
Marathon,Stratford,Village,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,163
Marathon,Stratford,Village,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,7
Marathon,Stratford,Village,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,92
Marathon,Stratford,Village,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,0
Marathon,Stratford,Village,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,0
Marathon,Stratford,Village,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,0
Marathon,Stratford,Village,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Marathon,Stratford,Village,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Marathon,Unity,Village,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,19
Marathon,Unity,Village,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,20
Marathon,Unity,Village,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,3
Marathon,Unity,Village,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,22
Marathon,Unity,Village,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,2
Marathon,Unity,Village,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,1
Marathon,Unity,Village,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Marathon,Unity,Village,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Marathon,Unity,Village,Ward 1,2002,governor,NA,Scattering,Scattering,0
Marathon,Weston,Village,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,243
Marathon,Weston,Village,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,233
Marathon,Weston,Village,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,8
Marathon,Weston,Village,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,63
Marathon,Weston,Village,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,2
Marathon,Weston,Village,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,0
Marathon,Weston,Village,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,0
Marathon,Weston,Village,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Marathon,Weston,Village,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,4
Marathon,Weston,Village,Wards 3 & 6,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,367
Marathon,Weston,Village,Wards 3 & 6,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,345
Marathon,Weston,Village,Wards 3 & 6,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,15
Marathon,Weston,Village,Wards 3 & 6,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,95
Marathon,Weston,Village,Wards 3 & 6,2002,governor,NA,Independent,Alan D Eisenberg,0
Marathon,Weston,Village,Wards 3 & 6,2002,governor,NA,Independent 2,Ty A Bollerud,0
Marathon,Weston,Village,Wards 3 & 6,2002,governor,NA,Independent 3,Mike Mangan,2
Marathon,Weston,Village,Wards 3 & 6,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Marathon,Weston,Village,Wards 3 & 6,2002,governor,NA,Scattering,Scattering,2
Marathon,Weston,Village,Wards 4 & 5,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,332
Marathon,Weston,Village,Wards 4 & 5,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,321
Marathon,Weston,Village,Wards 4 & 5,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,13
Marathon,Weston,Village,Wards 4 & 5,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,75
Marathon,Weston,Village,Wards 4 & 5,2002,governor,NA,Independent,Alan D Eisenberg,1
Marathon,Weston,Village,Wards 4 & 5,2002,governor,NA,Independent 2,Ty A Bollerud,0
Marathon,Weston,Village,Wards 4 & 5,2002,governor,NA,Independent 3,Mike Mangan,0
Marathon,Weston,Village,Wards 4 & 5,2002,governor,NA,Independent 4,Aneb Jab Rasta,1
Marathon,Weston,Village,Wards 4 & 5,2002,governor,NA,Scattering,Scattering,0
Marathon,Weston,Village,"Wards 7, 8 & 11",2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,346
Marathon,Weston,Village,"Wards 7, 8 & 11",2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,290
Marathon,Weston,Village,"Wards 7, 8 & 11",2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,17
Marathon,Weston,Village,"Wards 7, 8 & 11",2002,governor,NA,Libertarian,Ed thompson / M Reynolds,92
Marathon,Weston,Village,"Wards 7, 8 & 11",2002,governor,NA,Independent,Alan D Eisenberg,4
Marathon,Weston,Village,"Wards 7, 8 & 11",2002,governor,NA,Independent 2,Ty A Bollerud,1
Marathon,Weston,Village,"Wards 7, 8 & 11",2002,governor,NA,Independent 3,Mike Mangan,2
Marathon,Weston,Village,"Wards 7, 8 & 11",2002,governor,NA,Independent 4,Aneb Jab Rasta,1
Marathon,Weston,Village,"Wards 7, 8 & 11",2002,governor,NA,Scattering,Scattering,0
Marathon,Weston,Village,Wards 9 & 10,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,281
Marathon,Weston,Village,Wards 9 & 10,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,271
Marathon,Weston,Village,Wards 9 & 10,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,15
Marathon,Weston,Village,Wards 9 & 10,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,50
Marathon,Weston,Village,Wards 9 & 10,2002,governor,NA,Independent,Alan D Eisenberg,0
Marathon,Weston,Village,Wards 9 & 10,2002,governor,NA,Independent 2,Ty A Bollerud,1
Marathon,Weston,Village,Wards 9 & 10,2002,governor,NA,Independent 3,Mike Mangan,0
Marathon,Weston,Village,Wards 9 & 10,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Marathon,Weston,Village,Wards 9 & 10,2002,governor,NA,Scattering,Scattering,5
Marathon,Abbotsford,City,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,62
Marathon,Abbotsford,City,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,34
Marathon,Abbotsford,City,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,1
Marathon,Abbotsford,City,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,21
Marathon,Abbotsford,City,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Marathon,Abbotsford,City,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,1
Marathon,Abbotsford,City,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,2
Marathon,Abbotsford,City,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Marathon,Abbotsford,City,Ward 1,2002,governor,NA,Scattering,Scattering,0
Marathon,Colby,City,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,53
Marathon,Colby,City,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,40
Marathon,Colby,City,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,3
Marathon,Colby,City,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,32
Marathon,Colby,City,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,1
Marathon,Colby,City,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Marathon,Colby,City,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Marathon,Colby,City,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Marathon,Colby,City,Ward 1,2002,governor,NA,Scattering,Scattering,0
Marathon,Marshfield,City,"Wards 21, 22 & 26",2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,54
Marathon,Marshfield,City,"Wards 21, 22 & 26",2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,35
Marathon,Marshfield,City,"Wards 21, 22 & 26",2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,3
Marathon,Marshfield,City,"Wards 21, 22 & 26",2002,governor,NA,Libertarian,Ed thompson / M Reynolds,31
Marathon,Marshfield,City,"Wards 21, 22 & 26",2002,governor,NA,Independent,Alan D Eisenberg,1
Marathon,Marshfield,City,"Wards 21, 22 & 26",2002,governor,NA,Independent 2,Ty A Bollerud,2
Marathon,Marshfield,City,"Wards 21, 22 & 26",2002,governor,NA,Independent 3,Mike Mangan,0
Marathon,Marshfield,City,"Wards 21, 22 & 26",2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Marathon,Marshfield,City,"Wards 21, 22 & 26",2002,governor,NA,Scattering,Scattering,0
Marathon,Mosinee,City,"Wards 1, 2 & 6",2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,286
Marathon,Mosinee,City,"Wards 1, 2 & 6",2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,220
Marathon,Mosinee,City,"Wards 1, 2 & 6",2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,20
Marathon,Mosinee,City,"Wards 1, 2 & 6",2002,governor,NA,Libertarian,Ed thompson / M Reynolds,91
Marathon,Mosinee,City,"Wards 1, 2 & 6",2002,governor,NA,Independent,Alan D Eisenberg,2
Marathon,Mosinee,City,"Wards 1, 2 & 6",2002,governor,NA,Independent 2,Ty A Bollerud,2
Marathon,Mosinee,City,"Wards 1, 2 & 6",2002,governor,NA,Independent 3,Mike Mangan,1
Marathon,Mosinee,City,"Wards 1, 2 & 6",2002,governor,NA,Independent 4,Aneb Jab Rasta,1
Marathon,Mosinee,City,"Wards 1, 2 & 6",2002,governor,NA,Scattering,Scattering,0
Marathon,Mosinee,City,Wards 3 - 5,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,427
Marathon,Mosinee,City,Wards 3 - 5,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,288
Marathon,Mosinee,City,Wards 3 - 5,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,23
Marathon,Mosinee,City,Wards 3 - 5,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,87
Marathon,Mosinee,City,Wards 3 - 5,2002,governor,NA,Independent,Alan D Eisenberg,3
Marathon,Mosinee,City,Wards 3 - 5,2002,governor,NA,Independent 2,Ty A Bollerud,1
Marathon,Mosinee,City,Wards 3 - 5,2002,governor,NA,Independent 3,Mike Mangan,2
Marathon,Mosinee,City,Wards 3 - 5,2002,governor,NA,Independent 4,Aneb Jab Rasta,3
Marathon,Mosinee,City,Wards 3 - 5,2002,governor,NA,Scattering,Scattering,0
Marathon,Schofield,City,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,154
Marathon,Schofield,City,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,138
Marathon,Schofield,City,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,12
Marathon,Schofield,City,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,43
Marathon,Schofield,City,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,0
Marathon,Schofield,City,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,1
Marathon,Schofield,City,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,1
Marathon,Schofield,City,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Marathon,Schofield,City,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Marathon,Schofield,City,Wards 3 & 4,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,173
Marathon,Schofield,City,Wards 3 & 4,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,148
Marathon,Schofield,City,Wards 3 & 4,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,7
Marathon,Schofield,City,Wards 3 & 4,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,44
Marathon,Schofield,City,Wards 3 & 4,2002,governor,NA,Independent,Alan D Eisenberg,2
Marathon,Schofield,City,Wards 3 & 4,2002,governor,NA,Independent 2,Ty A Bollerud,2
Marathon,Schofield,City,Wards 3 & 4,2002,governor,NA,Independent 3,Mike Mangan,1
Marathon,Schofield,City,Wards 3 & 4,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Marathon,Schofield,City,Wards 3 & 4,2002,governor,NA,Scattering,Scattering,0
Marathon,Wausau,City,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,369
Marathon,Wausau,City,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,259
Marathon,Wausau,City,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,23
Marathon,Wausau,City,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,61
Marathon,Wausau,City,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Marathon,Wausau,City,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,4
Marathon,Wausau,City,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,1
Marathon,Wausau,City,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Marathon,Wausau,City,Ward 1,2002,governor,NA,Scattering,Scattering,1
Marathon,Wausau,City,Ward 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,343
Marathon,Wausau,City,Ward 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,251
Marathon,Wausau,City,Ward 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,18
Marathon,Wausau,City,Ward 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,58
Marathon,Wausau,City,Ward 2,2002,governor,NA,Independent,Alan D Eisenberg,3
Marathon,Wausau,City,Ward 2,2002,governor,NA,Independent 2,Ty A Bollerud,2
Marathon,Wausau,City,Ward 2,2002,governor,NA,Independent 3,Mike Mangan,2
Marathon,Wausau,City,Ward 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Marathon,Wausau,City,Ward 2,2002,governor,NA,Scattering,Scattering,0
Marathon,Wausau,City,Ward 3,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,150
Marathon,Wausau,City,Ward 3,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,117
Marathon,Wausau,City,Ward 3,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,7
Marathon,Wausau,City,Ward 3,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,33
Marathon,Wausau,City,Ward 3,2002,governor,NA,Independent,Alan D Eisenberg,0
Marathon,Wausau,City,Ward 3,2002,governor,NA,Independent 2,Ty A Bollerud,1
Marathon,Wausau,City,Ward 3,2002,governor,NA,Independent 3,Mike Mangan,0
Marathon,Wausau,City,Ward 3,2002,governor,NA,Independent 4,Aneb Jab Rasta,1
Marathon,Wausau,City,Ward 3,2002,governor,NA,Scattering,Scattering,0
Marathon,Wausau,City,Ward 4,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,264
Marathon,Wausau,City,Ward 4,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,153
Marathon,Wausau,City,Ward 4,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,19
Marathon,Wausau,City,Ward 4,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,68
Marathon,Wausau,City,Ward 4,2002,governor,NA,Independent,Alan D Eisenberg,0
Marathon,Wausau,City,Ward 4,2002,governor,NA,Independent 2,Ty A Bollerud,2
Marathon,Wausau,City,Ward 4,2002,governor,NA,Independent 3,Mike Mangan,0
Marathon,Wausau,City,Ward 4,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Marathon,Wausau,City,Ward 4,2002,governor,NA,Scattering,Scattering,0
Marathon,Wausau,City,Ward 5,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,37
Marathon,Wausau,City,Ward 5,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,26
Marathon,Wausau,City,Ward 5,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,5
Marathon,Wausau,City,Ward 5,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,10
Marathon,Wausau,City,Ward 5,2002,governor,NA,Independent,Alan D Eisenberg,0
Marathon,Wausau,City,Ward 5,2002,governor,NA,Independent 2,Ty A Bollerud,0
Marathon,Wausau,City,Ward 5,2002,governor,NA,Independent 3,Mike Mangan,0
Marathon,Wausau,City,Ward 5,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Marathon,Wausau,City,Ward 5,2002,governor,NA,Scattering,Scattering,0
Marathon,Wausau,City,Ward 6,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,21
Marathon,Wausau,City,Ward 6,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,41
Marathon,Wausau,City,Ward 6,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,2
Marathon,Wausau,City,Ward 6,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,13
Marathon,Wausau,City,Ward 6,2002,governor,NA,Independent,Alan D Eisenberg,1
Marathon,Wausau,City,Ward 6,2002,governor,NA,Independent 2,Ty A Bollerud,0
Marathon,Wausau,City,Ward 6,2002,governor,NA,Independent 3,Mike Mangan,0
Marathon,Wausau,City,Ward 6,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Marathon,Wausau,City,Ward 6,2002,governor,NA,Scattering,Scattering,0
Marathon,Wausau,City,Ward 7,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,29
Marathon,Wausau,City,Ward 7,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,57
Marathon,Wausau,City,Ward 7,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,1
Marathon,Wausau,City,Ward 7,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,7
Marathon,Wausau,City,Ward 7,2002,governor,NA,Independent,Alan D Eisenberg,0
Marathon,Wausau,City,Ward 7,2002,governor,NA,Independent 2,Ty A Bollerud,0
Marathon,Wausau,City,Ward 7,2002,governor,NA,Independent 3,Mike Mangan,0
Marathon,Wausau,City,Ward 7,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Marathon,Wausau,City,Ward 7,2002,governor,NA,Scattering,Scattering,0
Marathon,Wausau,City,Ward 8,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,184
Marathon,Wausau,City,Ward 8,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,87
Marathon,Wausau,City,Ward 8,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,17
Marathon,Wausau,City,Ward 8,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,39
Marathon,Wausau,City,Ward 8,2002,governor,NA,Independent,Alan D Eisenberg,0
Marathon,Wausau,City,Ward 8,2002,governor,NA,Independent 2,Ty A Bollerud,0
Marathon,Wausau,City,Ward 8,2002,governor,NA,Independent 3,Mike Mangan,0
Marathon,Wausau,City,Ward 8,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Marathon,Wausau,City,Ward 8,2002,governor,NA,Scattering,Scattering,0
Marathon,Wausau,City,Ward 9,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,205
Marathon,Wausau,City,Ward 9,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,121
Marathon,Wausau,City,Ward 9,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,10
Marathon,Wausau,City,Ward 9,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,50
Marathon,Wausau,City,Ward 9,2002,governor,NA,Independent,Alan D Eisenberg,2
Marathon,Wausau,City,Ward 9,2002,governor,NA,Independent 2,Ty A Bollerud,2
Marathon,Wausau,City,Ward 9,2002,governor,NA,Independent 3,Mike Mangan,0
Marathon,Wausau,City,Ward 9,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Marathon,Wausau,City,Ward 9,2002,governor,NA,Scattering,Scattering,1
Marathon,Wausau,City,Ward 10,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,173
Marathon,Wausau,City,Ward 10,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,89
Marathon,Wausau,City,Ward 10,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,8
Marathon,Wausau,City,Ward 10,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,40
Marathon,Wausau,City,Ward 10,2002,governor,NA,Independent,Alan D Eisenberg,2
Marathon,Wausau,City,Ward 10,2002,governor,NA,Independent 2,Ty A Bollerud,0
Marathon,Wausau,City,Ward 10,2002,governor,NA,Independent 3,Mike Mangan,1
Marathon,Wausau,City,Ward 10,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Marathon,Wausau,City,Ward 10,2002,governor,NA,Scattering,Scattering,1
Marathon,Wausau,City,Ward 11,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,297
Marathon,Wausau,City,Ward 11,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,228
Marathon,Wausau,City,Ward 11,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,20
Marathon,Wausau,City,Ward 11,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,53
Marathon,Wausau,City,Ward 11,2002,governor,NA,Independent,Alan D Eisenberg,2
Marathon,Wausau,City,Ward 11,2002,governor,NA,Independent 2,Ty A Bollerud,0
Marathon,Wausau,City,Ward 11,2002,governor,NA,Independent 3,Mike Mangan,0
Marathon,Wausau,City,Ward 11,2002,governor,NA,Independent 4,Aneb Jab Rasta,1
Marathon,Wausau,City,Ward 11,2002,governor,NA,Scattering,Scattering,0
Marathon,Wausau,City,Ward 12,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,189
Marathon,Wausau,City,Ward 12,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,136
Marathon,Wausau,City,Ward 12,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,11
Marathon,Wausau,City,Ward 12,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,63
Marathon,Wausau,City,Ward 12,2002,governor,NA,Independent,Alan D Eisenberg,0
Marathon,Wausau,City,Ward 12,2002,governor,NA,Independent 2,Ty A Bollerud,2
Marathon,Wausau,City,Ward 12,2002,governor,NA,Independent 3,Mike Mangan,0
Marathon,Wausau,City,Ward 12,2002,governor,NA,Independent 4,Aneb Jab Rasta,1
Marathon,Wausau,City,Ward 12,2002,governor,NA,Scattering,Scattering,0
Marathon,Wausau,City,Ward 13,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,275
Marathon,Wausau,City,Ward 13,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,191
Marathon,Wausau,City,Ward 13,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,15
