county,county_fips,mcd_fips,municipality,ctv,year,office,party,candidate,votes,total_votes
CALUMET,55015,5501577425,STOCKBRIDGE,T,2019,SUPREME COURT,SCATTERING,SCATTERING,0,488
CALUMET,55015,5501577425,STOCKBRIDGE,T,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,277,441
CALUMET,55015,5501577425,STOCKBRIDGE,T,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,164,441
CALUMET,55015,5501577425,STOCKBRIDGE,T,2020,SUPREME COURT,SCATTERING,SCATTERING,0,441
CALUMET,55015,5501577425,STOCKBRIDGE,T,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,430,634
CALUMET,55015,5501577425,STOCKBRIDGE,T,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,204,634
CALUMET,55015,5501577425,STOCKBRIDGE,T,2023,SUPREME COURT,SCATTERING,SCATTERING,0,634
CALUMET,55015,5501577425,STOCKBRIDGE,T,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,509,780
CALUMET,55015,5501577425,STOCKBRIDGE,T,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,271,780
CALUMET,55015,5501577425,STOCKBRIDGE,T,2025,SUPREME COURT,SCATTERING,SCATTERING,0,780
CALUMET,55015,5501577425,STOCKBRIDGE,T,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,314,494
CALUMET,55015,5501577425,STOCKBRIDGE,T,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,180,494
CALUMET,55015,5501577425,STOCKBRIDGE,T,2026,SUPREME COURT,SCATTERING,SCATTERING,0,494
CALUMET,55015,5501589000,WOODVILLE,T,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,86,138
CALUMET,55015,5501589000,WOODVILLE,T,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,52,138
CALUMET,55015,5501589000,WOODVILLE,T,2000,SUPREME COURT,SCATTERING,SCATTERING,0,138
CALUMET,55015,5501589000,WOODVILLE,T,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",211,212
CALUMET,55015,5501589000,WOODVILLE,T,2001,SUPREME COURT,SCATTERING,SCATTERING,1,212
CALUMET,55015,5501589000,WOODVILLE,T,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,119,224
CALUMET,55015,5501589000,WOODVILLE,T,2003,SUPREME COURT,LIBERAL,ED BRUNNER,105,224
CALUMET,55015,5501589000,WOODVILLE,T,2003,SUPREME COURT,SCATTERING,SCATTERING,0,224
CALUMET,55015,5501589000,WOODVILLE,T,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,219,219
CALUMET,55015,5501589000,WOODVILLE,T,2005,SUPREME COURT,SCATTERING,SCATTERING,0,219
CALUMET,55015,5501589000,WOODVILLE,T,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,82,82
CALUMET,55015,5501589000,WOODVILLE,T,2006,SUPREME COURT,SCATTERING,SCATTERING,0,82
CALUMET,55015,5501589000,WOODVILLE,T,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,189,269
CALUMET,55015,5501589000,WOODVILLE,T,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,80,269
CALUMET,55015,5501589000,WOODVILLE,T,2007,SUPREME COURT,SCATTERING,SCATTERING,0,269
CALUMET,55015,5501589000,WOODVILLE,T,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,93,143
CALUMET,55015,5501589000,WOODVILLE,T,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,50,143
CALUMET,55015,5501589000,WOODVILLE,T,2008,SUPREME COURT,SCATTERING,SCATTERING,0,143
CALUMET,55015,5501589000,WOODVILLE,T,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,50,111
CALUMET,55015,5501589000,WOODVILLE,T,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,61,111
CALUMET,55015,5501589000,WOODVILLE,T,2009,SUPREME COURT,SCATTERING,SCATTERING,0,111
CALUMET,55015,5501589000,WOODVILLE,T,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",160,230
CALUMET,55015,5501589000,WOODVILLE,T,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,70,230
CALUMET,55015,5501589000,WOODVILLE,T,2011,SUPREME COURT,SCATTERING,SCATTERING,0,230
CALUMET,55015,5501589000,WOODVILLE,T,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,111,150
CALUMET,55015,5501589000,WOODVILLE,T,2013,SUPREME COURT,LIBERAL,ED FALLONE,39,150
CALUMET,55015,5501589000,WOODVILLE,T,2013,SUPREME COURT,SCATTERING,SCATTERING,0,150
CALUMET,55015,5501589000,WOODVILLE,T,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,88,191
CALUMET,55015,5501589000,WOODVILLE,T,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,103,191
CALUMET,55015,5501589000,WOODVILLE,T,2015,SUPREME COURT,SCATTERING,SCATTERING,0,191
CALUMET,55015,5501589000,WOODVILLE,T,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,271,363
CALUMET,55015,5501589000,WOODVILLE,T,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,92,363
CALUMET,55015,5501589000,WOODVILLE,T,2016,SUPREME COURT,SCATTERING,SCATTERING,0,363
CALUMET,55015,5501589000,WOODVILLE,T,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,68,68
CALUMET,55015,5501589000,WOODVILLE,T,2017,SUPREME COURT,SCATTERING,SCATTERING,0,68
CALUMET,55015,5501589000,WOODVILLE,T,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,91,140
CALUMET,55015,5501589000,WOODVILLE,T,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,49,140
CALUMET,55015,5501589000,WOODVILLE,T,2018,SUPREME COURT,SCATTERING,SCATTERING,0,140
CALUMET,55015,5501589000,WOODVILLE,T,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,193,258
CALUMET,55015,5501589000,WOODVILLE,T,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,65,258
CALUMET,55015,5501589000,WOODVILLE,T,2019,SUPREME COURT,SCATTERING,SCATTERING,0,258
CALUMET,55015,5501589000,WOODVILLE,T,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,168,246
CALUMET,55015,5501589000,WOODVILLE,T,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,77,246
CALUMET,55015,5501589000,WOODVILLE,T,2020,SUPREME COURT,SCATTERING,SCATTERING,1,246
CALUMET,55015,5501589000,WOODVILLE,T,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,244,312
CALUMET,55015,5501589000,WOODVILLE,T,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,67,312
CALUMET,55015,5501589000,WOODVILLE,T,2023,SUPREME COURT,SCATTERING,SCATTERING,1,312
CALUMET,55015,5501589000,WOODVILLE,T,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,326,424
CALUMET,55015,5501589000,WOODVILLE,T,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,97,424
CALUMET,55015,5501589000,WOODVILLE,T,2025,SUPREME COURT,SCATTERING,SCATTERING,1,424
CALUMET,55015,5501589000,WOODVILLE,T,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,186,250
CALUMET,55015,5501589000,WOODVILLE,T,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,64,250
CALUMET,55015,5501589000,WOODVILLE,T,2026,SUPREME COURT,SCATTERING,SCATTERING,0,250
CHIPPEWA,55017,5501702175,ANSON,T,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,168,245
CHIPPEWA,55017,5501702175,ANSON,T,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,77,245
CHIPPEWA,55017,5501702175,ANSON,T,2000,SUPREME COURT,SCATTERING,SCATTERING,0,245
CHIPPEWA,55017,5501702175,ANSON,T,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",261,261
CHIPPEWA,55017,5501702175,ANSON,T,2001,SUPREME COURT,SCATTERING,SCATTERING,0,261
CHIPPEWA,55017,5501702175,ANSON,T,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,69,173
CHIPPEWA,55017,5501702175,ANSON,T,2003,SUPREME COURT,LIBERAL,ED BRUNNER,104,173
CHIPPEWA,55017,5501702175,ANSON,T,2003,SUPREME COURT,SCATTERING,SCATTERING,0,173
CHIPPEWA,55017,5501702175,ANSON,T,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,162,163
CHIPPEWA,55017,5501702175,ANSON,T,2005,SUPREME COURT,SCATTERING,SCATTERING,1,163
CHIPPEWA,55017,5501702175,ANSON,T,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,40,40
CHIPPEWA,55017,5501702175,ANSON,T,2006,SUPREME COURT,SCATTERING,SCATTERING,0,40
CHIPPEWA,55017,5501702175,ANSON,T,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,220,340
CHIPPEWA,55017,5501702175,ANSON,T,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,118,340
CHIPPEWA,55017,5501702175,ANSON,T,2007,SUPREME COURT,SCATTERING,SCATTERING,2,340
CHIPPEWA,55017,5501702175,ANSON,T,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,161,281
CHIPPEWA,55017,5501702175,ANSON,T,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,119,281
CHIPPEWA,55017,5501702175,ANSON,T,2008,SUPREME COURT,SCATTERING,SCATTERING,1,281
CHIPPEWA,55017,5501702175,ANSON,T,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,142,355
CHIPPEWA,55017,5501702175,ANSON,T,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,213,355
CHIPPEWA,55017,5501702175,ANSON,T,2009,SUPREME COURT,SCATTERING,SCATTERING,0,355
CHIPPEWA,55017,5501702175,ANSON,T,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",277,513
CHIPPEWA,55017,5501702175,ANSON,T,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,236,513
CHIPPEWA,55017,5501702175,ANSON,T,2011,SUPREME COURT,SCATTERING,SCATTERING,0,513
CHIPPEWA,55017,5501702175,ANSON,T,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,153,284
CHIPPEWA,55017,5501702175,ANSON,T,2013,SUPREME COURT,LIBERAL,ED FALLONE,130,284
CHIPPEWA,55017,5501702175,ANSON,T,2013,SUPREME COURT,SCATTERING,SCATTERING,1,284
CHIPPEWA,55017,5501702175,ANSON,T,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,98,221
CHIPPEWA,55017,5501702175,ANSON,T,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,123,221
CHIPPEWA,55017,5501702175,ANSON,T,2015,SUPREME COURT,SCATTERING,SCATTERING,0,221
CHIPPEWA,55017,5501702175,ANSON,T,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,493,851
CHIPPEWA,55017,5501702175,ANSON,T,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,358,851
CHIPPEWA,55017,5501702175,ANSON,T,2016,SUPREME COURT,SCATTERING,SCATTERING,0,851
CHIPPEWA,55017,5501702175,ANSON,T,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,182,182
CHIPPEWA,55017,5501702175,ANSON,T,2017,SUPREME COURT,SCATTERING,SCATTERING,0,182
CHIPPEWA,55017,5501702175,ANSON,T,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,234,499
CHIPPEWA,55017,5501702175,ANSON,T,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,265,499
CHIPPEWA,55017,5501702175,ANSON,T,2018,SUPREME COURT,SCATTERING,SCATTERING,0,499
CHIPPEWA,55017,5501702175,ANSON,T,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,259,444
CHIPPEWA,55017,5501702175,ANSON,T,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,185,444
CHIPPEWA,55017,5501702175,ANSON,T,2019,SUPREME COURT,SCATTERING,SCATTERING,0,444
CHIPPEWA,55017,5501702175,ANSON,T,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,361,695
CHIPPEWA,55017,5501702175,ANSON,T,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,334,695
CHIPPEWA,55017,5501702175,ANSON,T,2020,SUPREME COURT,SCATTERING,SCATTERING,0,695
CHIPPEWA,55017,5501702175,ANSON,T,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,448,790
CHIPPEWA,55017,5501702175,ANSON,T,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,342,790
CHIPPEWA,55017,5501702175,ANSON,T,2023,SUPREME COURT,SCATTERING,SCATTERING,0,790
CHIPPEWA,55017,5501702175,ANSON,T,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,596,1075
CHIPPEWA,55017,5501702175,ANSON,T,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,479,1075
CHIPPEWA,55017,5501702175,ANSON,T,2025,SUPREME COURT,SCATTERING,SCATTERING,0,1075
CHIPPEWA,55017,5501702175,ANSON,T,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,326,654
CHIPPEWA,55017,5501702175,ANSON,T,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,328,654
CHIPPEWA,55017,5501702175,ANSON,T,2026,SUPREME COURT,SCATTERING,SCATTERING,0,654
CHIPPEWA,55017,5501703075,ARTHUR,T,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,37,51
CHIPPEWA,55017,5501703075,ARTHUR,T,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,14,51
CHIPPEWA,55017,5501703075,ARTHUR,T,2000,SUPREME COURT,SCATTERING,SCATTERING,0,51
CHIPPEWA,55017,5501703075,ARTHUR,T,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",35,35
CHIPPEWA,55017,5501703075,ARTHUR,T,2001,SUPREME COURT,SCATTERING,SCATTERING,0,35
CHIPPEWA,55017,5501703075,ARTHUR,T,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,25,67
CHIPPEWA,55017,5501703075,ARTHUR,T,2003,SUPREME COURT,LIBERAL,ED BRUNNER,41,67
CHIPPEWA,55017,5501703075,ARTHUR,T,2003,SUPREME COURT,SCATTERING,SCATTERING,1,67
CHIPPEWA,55017,5501703075,ARTHUR,T,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,141,141
CHIPPEWA,55017,5501703075,ARTHUR,T,2005,SUPREME COURT,SCATTERING,SCATTERING,0,141
CHIPPEWA,55017,5501703075,ARTHUR,T,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,52,52
CHIPPEWA,55017,5501703075,ARTHUR,T,2006,SUPREME COURT,SCATTERING,SCATTERING,0,52
CHIPPEWA,55017,5501703075,ARTHUR,T,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,49,78
CHIPPEWA,55017,5501703075,ARTHUR,T,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,29,78
CHIPPEWA,55017,5501703075,ARTHUR,T,2007,SUPREME COURT,SCATTERING,SCATTERING,0,78
CHIPPEWA,55017,5501703075,ARTHUR,T,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,50,73
CHIPPEWA,55017,5501703075,ARTHUR,T,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,23,73
CHIPPEWA,55017,5501703075,ARTHUR,T,2008,SUPREME COURT,SCATTERING,SCATTERING,0,73
CHIPPEWA,55017,5501703075,ARTHUR,T,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,103,231
CHIPPEWA,55017,5501703075,ARTHUR,T,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,128,231
CHIPPEWA,55017,5501703075,ARTHUR,T,2009,SUPREME COURT,SCATTERING,SCATTERING,0,231
CHIPPEWA,55017,5501703075,ARTHUR,T,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",95,164
CHIPPEWA,55017,5501703075,ARTHUR,T,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,69,164
CHIPPEWA,55017,5501703075,ARTHUR,T,2011,SUPREME COURT,SCATTERING,SCATTERING,0,164
CHIPPEWA,55017,5501703075,ARTHUR,T,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,103,166
CHIPPEWA,55017,5501703075,ARTHUR,T,2013,SUPREME COURT,LIBERAL,ED FALLONE,63,166
CHIPPEWA,55017,5501703075,ARTHUR,T,2013,SUPREME COURT,SCATTERING,SCATTERING,0,166
CHIPPEWA,55017,5501703075,ARTHUR,T,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,82,183
CHIPPEWA,55017,5501703075,ARTHUR,T,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,101,183
CHIPPEWA,55017,5501703075,ARTHUR,T,2015,SUPREME COURT,SCATTERING,SCATTERING,0,183
CHIPPEWA,55017,5501703075,ARTHUR,T,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,167,259
CHIPPEWA,55017,5501703075,ARTHUR,T,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,92,259
CHIPPEWA,55017,5501703075,ARTHUR,T,2016,SUPREME COURT,SCATTERING,SCATTERING,0,259
CHIPPEWA,55017,5501703075,ARTHUR,T,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,76,76
CHIPPEWA,55017,5501703075,ARTHUR,T,2017,SUPREME COURT,SCATTERING,SCATTERING,0,76
CHIPPEWA,55017,5501703075,ARTHUR,T,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,57,102
CHIPPEWA,55017,5501703075,ARTHUR,T,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,45,102
CHIPPEWA,55017,5501703075,ARTHUR,T,2018,SUPREME COURT,SCATTERING,SCATTERING,0,102
CHIPPEWA,55017,5501703075,ARTHUR,T,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,114,169
CHIPPEWA,55017,5501703075,ARTHUR,T,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,55,169
CHIPPEWA,55017,5501703075,ARTHUR,T,2019,SUPREME COURT,SCATTERING,SCATTERING,0,169
CHIPPEWA,55017,5501703075,ARTHUR,T,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,122,184
CHIPPEWA,55017,5501703075,ARTHUR,T,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,62,184
CHIPPEWA,55017,5501703075,ARTHUR,T,2020,SUPREME COURT,SCATTERING,SCATTERING,0,184
CHIPPEWA,55017,5501703075,ARTHUR,T,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,157,235
CHIPPEWA,55017,5501703075,ARTHUR,T,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,77,235
CHIPPEWA,55017,5501703075,ARTHUR,T,2023,SUPREME COURT,SCATTERING,SCATTERING,1,235
CHIPPEWA,55017,5501703075,ARTHUR,T,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,213,304
CHIPPEWA,55017,5501703075,ARTHUR,T,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,91,304
CHIPPEWA,55017,5501703075,ARTHUR,T,2025,SUPREME COURT,SCATTERING,SCATTERING,0,304
CHIPPEWA,55017,5501703075,ARTHUR,T,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,110,193
CHIPPEWA,55017,5501703075,ARTHUR,T,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,83,193
CHIPPEWA,55017,5501703075,ARTHUR,T,2026,SUPREME COURT,SCATTERING,SCATTERING,0,193
CHIPPEWA,55017,5501703725,AUBURN,T,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,89,134
CHIPPEWA,55017,5501703725,AUBURN,T,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,45,134
CHIPPEWA,55017,5501703725,AUBURN,T,2000,SUPREME COURT,SCATTERING,SCATTERING,0,134
CHIPPEWA,55017,5501703725,AUBURN,T,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",78,79
CHIPPEWA,55017,5501703725,AUBURN,T,2001,SUPREME COURT,SCATTERING,SCATTERING,1,79
CHIPPEWA,55017,5501703725,AUBURN,T,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,34,92
CHIPPEWA,55017,5501703725,AUBURN,T,2003,SUPREME COURT,LIBERAL,ED BRUNNER,58,92
CHIPPEWA,55017,5501703725,AUBURN,T,2003,SUPREME COURT,SCATTERING,SCATTERING,0,92
CHIPPEWA,55017,5501703725,AUBURN,T,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,49,49
CHIPPEWA,55017,5501703725,AUBURN,T,2005,SUPREME COURT,SCATTERING,SCATTERING,0,49
CHIPPEWA,55017,5501703725,AUBURN,T,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,50,52
CHIPPEWA,55017,5501703725,AUBURN,T,2006,SUPREME COURT,SCATTERING,SCATTERING,2,52
CHIPPEWA,55017,5501703725,AUBURN,T,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,72,120
CHIPPEWA,55017,5501703725,AUBURN,T,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,48,120
CHIPPEWA,55017,5501703725,AUBURN,T,2007,SUPREME COURT,SCATTERING,SCATTERING,0,120
CHIPPEWA,55017,5501703725,AUBURN,T,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,56,87
CHIPPEWA,55017,5501703725,AUBURN,T,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,31,87
CHIPPEWA,55017,5501703725,AUBURN,T,2008,SUPREME COURT,SCATTERING,SCATTERING,0,87
CHIPPEWA,55017,5501703725,AUBURN,T,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,40,69
CHIPPEWA,55017,5501703725,AUBURN,T,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,29,69
CHIPPEWA,55017,5501703725,AUBURN,T,2009,SUPREME COURT,SCATTERING,SCATTERING,0,69
CHIPPEWA,55017,5501703725,AUBURN,T,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",80,169
CHIPPEWA,55017,5501703725,AUBURN,T,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,89,169
CHIPPEWA,55017,5501703725,AUBURN,T,2011,SUPREME COURT,SCATTERING,SCATTERING,0,169
CHIPPEWA,55017,5501703725,AUBURN,T,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,111,169
CHIPPEWA,55017,5501703725,AUBURN,T,2013,SUPREME COURT,LIBERAL,ED FALLONE,58,169
CHIPPEWA,55017,5501703725,AUBURN,T,2013,SUPREME COURT,SCATTERING,SCATTERING,0,169
CHIPPEWA,55017,5501703725,AUBURN,T,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,84,247
CHIPPEWA,55017,5501703725,AUBURN,T,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,163,247
CHIPPEWA,55017,5501703725,AUBURN,T,2015,SUPREME COURT,SCATTERING,SCATTERING,0,247
CHIPPEWA,55017,5501703725,AUBURN,T,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,128,239
CHIPPEWA,55017,5501703725,AUBURN,T,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,111,239
CHIPPEWA,55017,5501703725,AUBURN,T,2016,SUPREME COURT,SCATTERING,SCATTERING,0,239
CHIPPEWA,55017,5501703725,AUBURN,T,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,189,189
CHIPPEWA,55017,5501703725,AUBURN,T,2017,SUPREME COURT,SCATTERING,SCATTERING,0,189
CHIPPEWA,55017,5501703725,AUBURN,T,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,55,111
CHIPPEWA,55017,5501703725,AUBURN,T,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,56,111
CHIPPEWA,55017,5501703725,AUBURN,T,2018,SUPREME COURT,SCATTERING,SCATTERING,0,111
CHIPPEWA,55017,5501703725,AUBURN,T,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,70,119
CHIPPEWA,55017,5501703725,AUBURN,T,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,49,119
CHIPPEWA,55017,5501703725,AUBURN,T,2019,SUPREME COURT,SCATTERING,SCATTERING,0,119
CHIPPEWA,55017,5501703725,AUBURN,T,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,133,208
CHIPPEWA,55017,5501703725,AUBURN,T,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,75,208
CHIPPEWA,55017,5501703725,AUBURN,T,2020,SUPREME COURT,SCATTERING,SCATTERING,0,208
CHIPPEWA,55017,5501703725,AUBURN,T,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,147,220
CHIPPEWA,55017,5501703725,AUBURN,T,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,73,220
CHIPPEWA,55017,5501703725,AUBURN,T,2023,SUPREME COURT,SCATTERING,SCATTERING,0,220
CHIPPEWA,55017,5501703725,AUBURN,T,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,227,331
CHIPPEWA,55017,5501703725,AUBURN,T,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,104,331
CHIPPEWA,55017,5501703725,AUBURN,T,2025,SUPREME COURT,SCATTERING,SCATTERING,0,331
CHIPPEWA,55017,5501703725,AUBURN,T,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,91,160
CHIPPEWA,55017,5501703725,AUBURN,T,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,69,160
CHIPPEWA,55017,5501703725,AUBURN,T,2026,SUPREME COURT,SCATTERING,SCATTERING,0,160
CHIPPEWA,55017,5501707525,BIRCH CREEK,T,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,51,75
CHIPPEWA,55017,5501707525,BIRCH CREEK,T,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,24,75
CHIPPEWA,55017,5501707525,BIRCH CREEK,T,2000,SUPREME COURT,SCATTERING,SCATTERING,0,75
CHIPPEWA,55017,5501707525,BIRCH CREEK,T,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",68,68
CHIPPEWA,55017,5501707525,BIRCH CREEK,T,2001,SUPREME COURT,SCATTERING,SCATTERING,0,68
CHIPPEWA,55017,5501707525,BIRCH CREEK,T,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,43,103
CHIPPEWA,55017,5501707525,BIRCH CREEK,T,2003,SUPREME COURT,LIBERAL,ED BRUNNER,60,103
CHIPPEWA,55017,5501707525,BIRCH CREEK,T,2003,SUPREME COURT,SCATTERING,SCATTERING,0,103
